index,source,reference,prediction,inference_time_ms,source_length,reference_length,prediction_length,exact_match,edit_distance,normalized_edit_distance,cer,similarity,char_accuracy,length_ratio
777,qiwi,क्यूआईडब्ल्यूआई,क़िवी,144.6056365966797,4,15,5,0,14,0.9333333333333333,0.9333333333333333,0.06666666666666665,0.06666666666666667,0.3333333333333333
1546,qwvga,क्यूडब्ल्यूवीजीए,क्व्गा,188.21310997009277,5,16,6,0,13,0.8125,0.8125,0.1875,0.125,0.375
1,phwcs,पीएचडब्ल्यूसीएस,फ्व्स,169.37541961669922,5,15,5,0,12,0.8,0.8,0.19999999999999996,0.0,0.3333333333333333
586,win,डब्ल्यूआईएन,विन,118.96252632141113,3,11,3,0,10,0.9090909090909091,0.9090909090909091,0.09090909090909094,0.0,0.2727272727272727
206,pwid,पीडब्ल्यूआईडी,प्विड,166.2764549255371,4,13,5,0,10,0.7692307692307693,0.7692307692307693,0.23076923076923073,0.07692307692307693,0.38461538461538464
160,wef,डब्ल्यूईएफ,वेफ,118.77322196960449,3,10,3,0,9,0.9,0.9,0.09999999999999998,0.0,0.3
1793,dow,डीओडब्ल्यू,डो,76.60841941833496,3,10,2,0,9,0.9,0.9,0.09999999999999998,0.1,0.2
1610,empeedablyoopeepeeseeel,एमपीडब्ल्यूपीपीसीएल,इम्पीडेबल्यूपीसे,395.5645561218262,23,19,16,0,9,0.47368421052631576,0.47368421052631576,0.5263157894736843,0.05263157894736842,0.8421052631578947
478,kuarantine,क्वॉरेनटाइन,कुआरंतीने,234.98201370239258,10,11,9,0,9,0.8181818181818182,0.8181818181818182,0.18181818181818177,0.09090909090909091,0.8181818181818182
8815,ainth,ऐंठ,एआईएनटीएच,166.44787788391113,5,3,9,0,9,1.0,3.0,0.0,0.0,3.0
1956,mpwppcl,एमपीडब्ल्यूपीपीसीएल,एमपीवीपीसीएल,303.2710552215576,7,19,12,0,8,0.42105263157894735,0.42105263157894735,0.5789473684210527,0.21052631578947367,0.631578947368421
3232,whl,डब्ल्यूएचएल,व्ह्ल,171.76008224487305,3,11,5,0,8,0.7272727272727273,0.7272727272727273,0.2727272727272727,0.0,0.45454545454545453
732,aicw,एआईसीडब्ल्यू,एआईसीवी,196.43354415893555,4,12,7,0,7,0.5833333333333334,0.5833333333333334,0.41666666666666663,0.4166666666666667,0.5833333333333334
2414,mwp,एमडब्ल्यूपी,एमवीपी,146.08073234558105,3,11,6,0,7,0.6363636363636364,0.6363636363636364,0.36363636363636365,0.18181818181818182,0.5454545454545454
1141,nwc,एनडब्ल्यूसी,एनवीसी,166.13173484802246,3,11,6,0,7,0.6363636363636364,0.6363636363636364,0.36363636363636365,0.18181818181818182,0.5454545454545454
2085,pwt,पीडब्ल्यूटी,पीवीटी,163.20252418518066,3,11,6,0,7,0.6363636363636364,0.6363636363636364,0.36363636363636365,0.18181818181818182,0.5454545454545454
4829,sind,सिंद,एसआईएनडी,167.51480102539062,4,4,8,0,7,0.875,1.75,0.125,0.0,2.0
3314,cwr,सीडब्ल्यूआर,सीवीआर,144.64592933654785,3,11,6,0,7,0.6363636363636364,0.6363636363636364,0.36363636363636365,0.18181818181818182,0.5454545454545454
6356,cric,क्रिक,सीआरआईसी,195.0857639312744,4,5,8,0,7,0.875,1.4,0.125,0.0,1.6
3507,wpsc,डब्ल्यूपीएससी,वीपीएससी,194.11587715148926,4,13,8,0,7,0.5384615384615384,0.5384615384615384,0.46153846153846156,0.0,0.6153846153846154
2672,bwts,बीडब्ल्यूटीएस,बीवीटीएस,195.756196975708,4,13,8,0,7,0.5384615384615384,0.5384615384615384,0.46153846153846156,0.15384615384615385,0.6153846153846154
1523,nrdwp,एनआरडीडब्ल्यूपी,एनआरडीवीपी,263.28516006469727,5,15,10,0,7,0.4666666666666667,0.4666666666666667,0.5333333333333333,0.4,0.6666666666666666
2484,wpd,डब्ल्यूपीडी,वीपीडी,171.2191104888916,3,11,6,0,7,0.6363636363636364,0.6363636363636364,0.36363636363636365,0.0,0.5454545454545454
2350,ektivatrekstras,एक्टिवट्रेक्स्ट्रस,एकतिवात्रेकस्त्रास,431.37478828430176,15,18,18,0,7,0.3888888888888889,0.3888888888888889,0.6111111111111112,0.3888888888888889,1.0
3541,dlw,डीएलडब्ल्यू,डीएलवी,173.77662658691406,3,11,6,0,7,0.6363636363636364,0.6363636363636364,0.36363636363636365,0.36363636363636365,0.5454545454545454
2941,bramhand,ब्रह्माण्ड़,ब्रमहंद,213.9873504638672,8,11,7,0,7,0.6363636363636364,0.6363636363636364,0.36363636363636365,0.2727272727272727,0.6363636363636364
952,contractors,काॅन्ट्रैक्टर्स,कंट्रेक्टरों,335.1290225982666,11,15,12,0,7,0.4666666666666667,0.4666666666666667,0.5333333333333333,0.06666666666666667,0.8
2494,nws,एनडब्ल्यूएस,एनवीएस,149.8100757598877,3,11,6,0,7,0.6363636363636364,0.6363636363636364,0.36363636363636365,0.18181818181818182,0.5454545454545454
3414,wgpl,डब्ल्यूजीपीएल,वीजीपीएल,195.42574882507324,4,13,8,0,7,0.5384615384615384,0.5384615384615384,0.46153846153846156,0.0,0.6153846153846154
1935,ncrwc,एनसीआरडब्ल्यूसी,एनसीआरवीसी,244.00663375854492,5,15,10,0,7,0.4666666666666667,0.4666666666666667,0.5333333333333333,0.4,0.6666666666666666
1702,ektiwatrekstras,एक्टिवट्रेक्स्ट्रस,एकतिवात्रेकस्त्रास,433.6991310119629,15,18,18,0,7,0.3888888888888889,0.3888888888888889,0.6111111111111112,0.3888888888888889,1.0
1165,gaandchubhonachoosnachhote,गांडचुभोनाचूसनाछोटे,गाँडचुभोनाचूस्न,362.05339431762695,26,19,15,0,7,0.3684210526315789,0.3684210526315789,0.631578947368421,0.631578947368421,0.7894736842105263
6046,abbott,एबट,अब्बोत्त,177.63376235961914,6,3,8,0,7,0.875,2.3333333333333335,0.125,0.3333333333333333,2.6666666666666665
1097,dwf,डीडब्ल्यूएफ,डीवीएफ,167.01364517211914,3,11,6,0,7,0.6363636363636364,0.6363636363636364,0.36363636363636365,0.18181818181818182,0.5454545454545454
2723,cw,सीडब्ल्यू,सीवी,123.35324287414551,2,9,4,0,7,0.7777777777777778,0.7777777777777778,0.2222222222222222,0.2222222222222222,0.4444444444444444
295,bmwm,बीएमडब्ल्यूएम,बीएमवीएम,193.05849075317383,4,13,8,0,7,0.5384615384615384,0.5384615384615384,0.46153846153846156,0.3076923076923077,0.6153846153846154
2632,aisets,ऐसेट्स,एआईएसईटीएस,215.95096588134766,6,6,10,0,7,0.7,1.1666666666666667,0.30000000000000004,0.0,1.6666666666666667
346,irw,आईआरडब्ल्यू,आईआरवी,144.77014541625977,3,11,6,0,7,0.6363636363636364,0.6363636363636364,0.36363636363636365,0.36363636363636365,0.5454545454545454
9580,agsta,अगस्ता,एजीएसटीए,195.2352523803711,5,6,8,0,7,0.875,1.1666666666666667,0.125,0.0,1.3333333333333333
5216,linc,लिंक,एलआईएनसी,183.0894947052002,4,4,8,0,7,0.875,1.75,0.125,0.0,2.0
1383,cws,सीडब्ल्यूएस,सीवीएस,144.30856704711914,3,11,6,0,7,0.6363636363636364,0.6363636363636364,0.36363636363636365,0.18181818181818182,0.5454545454545454
8433,usmen,उसमें,यूएसएमईएन,170.84145545959473,5,5,9,0,7,0.7777777777777778,1.4,0.2222222222222222,0.0,1.8
5702,tuesday,ट्यूजडे,तुएसदाय,186.0067844390869,7,7,7,0,7,1.0,1.0,0.0,0.0,1.0
7803,vrutton,वृत्तों,व्रुट्टन,198.03190231323242,7,7,8,0,7,0.875,1.0,0.125,0.14285714285714285,1.1428571428571428
4733,rswm,आरएसडब्ल्यूएम,आरएसवीएम,216.41111373901367,4,13,8,0,7,0.5384615384615384,0.5384615384615384,0.46153846153846156,0.3076923076923077,0.6153846153846154
3571,awp,एडब्ल्यूपी,एवीपी,148.49400520324707,3,10,5,0,7,0.7,0.7,0.30000000000000004,0.1,0.5
92,wccl,डब्ल्यूसीसीएल,वीसीसीएल,215.29006958007812,4,13,8,0,7,0.5384615384615384,0.5384615384615384,0.46153846153846156,0.0,0.6153846153846154
